state,statefp,cd113fp,zip5
IA,19,01,52320
IA,19,01,52323
IA,19,01,52324
IA,19,01,52326
IA,19,01,52328
IA,19,01,52330
IA,19,01,52334
IA,19,01,52336
IA,19,01,52339
IA,19,01,52341
IA,19,01,52344
IA,19,01,52345
IA,19,01,52346
IA,19,01,52348
IA,19,01,52349
IA,19,01,52350
IA,19,01,52352
IA,19,01,52354
IA,19,01,52361
IA,19,01,52362
IA,19,01,52401
IA,19,01,52402
IA,19,01,52404
IA,19,01,52406
IA,19,01,52408
IA,19,01,52409
IA,19,01,52410
IA,19,01,52497
IA,19,01,52498
IA,19,01,52499
IA,19,01,52407
IA,19,01,52170
IA,19,01,52308
IA,19,01,52342
IA,19,01,52233
IA,19,01,52252
IA,19,01,52228
IA,19,01,52223
IA,19,01,52215
IA,19,01,52211
IA,19,01,52213
IA,19,01,52203
IA,19,01,52207
IA,19,01,52403
IA,19,01,52405
IA,19,01,52172
IA,19,01,52411
IA,19,01,52351
IA,19,01,52347
IA,19,01,52048
IA,19,01,52168
IA,19,01,52163
IA,19,01,52159
IA,19,01,52151
IA,19,01,52076
IA,19,01,52325
IA,19,01,52147
IA,19,01,52134
IA,19,01,52332
IA,19,01,52141
IA,19,01,52099
IA,19,01,52329
IA,19,01,52072
IA,19,01,52053
IA,19,01,52321
IA,19,01,52313
IA,19,01,52068
IA,19,01,52060
IA,19,01,52056
IA,19,01,52044
IA,19,01,52315
IA,19,01,52036
IA,19,01,52040
IA,19,01,52031
IA,19,02,50054
IA,19,02,50208
IA,19,02,50174
IA,19,02,52767
IA,19,02,52772
IA,19,02,50144
IA,19,02,50008
IA,19,02,50027
IA,19,02,50028
IA,19,02,50044
IA,19,02,50049
IA,19,02,50052
IA,19,02,50057
IA,19,02,50060
IA,19,02,50062
IA,19,02,50065
IA,19,02,50067
IA,19,02,50068
IA,19,02,50103
IA,19,02,50104
IA,19,02,50108
IA,19,02,50116
IA,19,02,50119
IA,19,02,50123
IA,19,02,50127
IA,19,02,50135
IA,19,02,50136
IA,19,02,50137
IA,19,02,50138
IA,19,02,50140
IA,19,02,50143
IA,19,02,50147
IA,19,02,50150
IA,19,02,50151
IA,19,02,50153
IA,19,02,50163
IA,19,02,50165
IA,19,02,50168
IA,19,02,50170
IA,19,02,50207
IA,19,02,50210
IA,19,02,50213
IA,19,02,50214
IA,19,02,50219
IA,19,02,50225
IA,19,02,50228
IA,19,02,50232
IA,19,02,50238
IA,19,02,50251
IA,19,02,50252
IA,19,02,50255
IA,19,02,50256
IA,19,02,50262
IA,19,02,50264
IA,19,02,50268
IA,19,02,50272
IA,19,02,50275
IA,19,02,52201
IA,19,02,52231
IA,19,02,52235
IA,19,02,52241
IA,19,02,52242
IA,19,02,52243
IA,19,02,52245
IA,19,02,52246
IA,19,02,52247
IA,19,02,52306
IA,19,02,52319
IA,19,02,52322
IA,19,02,52327
IA,19,02,52335
IA,19,02,52337
IA,19,02,52340
IA,19,02,52353
IA,19,02,52358
IA,19,02,52356
IA,19,02,52530
IA,19,02,52531
IA,19,02,52533
IA,19,02,52535
IA,19,02,52537
IA,19,02,52540
IA,19,02,52542
IA,19,02,52543
IA,19,02,52548
IA,19,02,52549
IA,19,02,52550
IA,19,02,52552
IA,19,02,52553
IA,19,02,52554
IA,19,02,52556
IA,19,02,52560
IA,19,02,52562
IA,19,02,52563
IA,19,02,52565
IA,19,02,52566
IA,19,02,52567
IA,19,02,52568
IA,19,02,52569
IA,19,02,52571
IA,19,02,52572
IA,19,02,52573
IA,19,02,52576
IA,19,02,52577
IA,19,02,52580
IA,19,02,52583
IA,19,02,52584
IA,19,02,52585
IA,19,02,52588
IA,19,02,52590
IA,19,02,52591
IA,19,02,52594
IA,19,02,52595
IA,19,02,52601
IA,19,02,52620
IA,19,02,52623
IA,19,02,52625
IA,19,02,52626
IA,19,02,52627
IA,19,02,52631
IA,19,02,52632
IA,19,02,52635
IA,19,02,52638
IA,19,02,52639
IA,19,02,52640
IA,19,02,52642
IA,19,02,52645
IA,19,02,52647
IA,19,02,52648
IA,19,02,52649
IA,19,02,52651
IA,19,02,52652
IA,19,02,52653
IA,19,02,52655
IA,19,02,52656
IA,19,02,52657
IA,19,02,52659
IA,19,02,52701
IA,19,02,52721
IA,19,02,52722
IA,19,02,52726
IA,19,02,52728
IA,19,02,52729
IA,19,02,52730
IA,19,02,52731
IA,19,02,52732
IA,19,02,52733
IA,19,02,52737
IA,19,02,52738
IA,19,02,52739
IA,19,02,52745
IA,19,02,52746
IA,19,02,52747
IA,19,02,52749
IA,19,02,52750
IA,19,02,52751
IA,19,02,52753
IA,19,02,52754
IA,19,02,52755
IA,19,02,52757
IA,19,02,52759
IA,19,02,52761
IA,19,02,52765
IA,19,02,52766
IA,19,02,52768
IA,19,02,52769
IA,19,02,52771
IA,19,02,52773
IA,19,02,52774
IA,19,02,52776
IA,19,02,52778
IA,19,02,52802
IA,19,02,52804
IA,19,02,52805
IA,19,02,52806
IA,19,02,52808
IA,19,02,52809
IA,19,02,52760
IA,19,02,52752
IA,19,02,52758
IA,19,02,52756
IA,19,02,52581
IA,19,02,52748
IA,19,02,52742
IA,19,02,52736
IA,19,02,52255
IA,19,02,52574
IA,19,02,52254
IA,19,02,52248
IA,19,02,52244
IA,19,02,52240
IA,19,02,52216
IA,19,02,52557
IA,19,02,52355
IA,19,02,52359
IA,19,02,52561
IA,19,02,52570
IA,19,02,52727
IA,19,02,52555
IA,19,02,52551
IA,19,02,52544
IA,19,02,52538
IA,19,02,52536
IA,19,02,52534
IA,19,02,52501
IA,19,02,52720
IA,19,02,52777
IA,19,02,52801
IA,19,02,52807
IA,19,02,52803
IA,19,02,52333
IA,19,02,52660
IA,19,02,52586
IA,19,02,52654
IA,19,02,52658
IA,19,02,52650
IA,19,02,52644
IA,19,02,52646
IA,19,02,52621
IA,19,02,52641
IA,19,02,52637
IA,19,02,52624
IA,19,02,52630
IA,19,02,52338
IA,19,02,52619
IA,19,02,52593
IA,19,02,52317
IA,19,02,52037
IA,19,03,50048
IA,19,03,50169
IA,19,03,50026
IA,19,03,50009
IA,19,03,50003
IA,19,03,50311
IA,19,03,50859
IA,19,03,50853
IA,19,03,50842
IA,19,03,50847
IA,19,03,50315
IA,19,03,50837
IA,19,03,50840
IA,19,03,50307
IA,19,03,50263
IA,19,03,50303
IA,19,03,51553
IA,19,03,50277
IA,19,03,50266
IA,19,03,50254
IA,19,03,50128
IA,19,03,50118
IA,19,03,50240
IA,19,03,50241
IA,19,03,50109
IA,19,03,50061
IA,19,03,50074
IA,19,03,50070
IA,19,03,50133
IA,19,03,50335
IA,19,03,50396
IA,19,03,50392
IA,19,03,50369
IA,19,03,50226
IA,19,03,50363
IA,19,03,50317
IA,19,03,50319
IA,19,03,50339
IA,19,03,50359
IA,19,03,50333
IA,19,03,50323
IA,19,03,50329
IA,19,03,50831
IA,19,03,51549
IA,19,03,50164
IA,19,03,50139
IA,19,03,50146
IA,19,03,50002
IA,19,03,50001
IA,19,03,50007
IA,19,03,50021
IA,19,03,50022
IA,19,03,50020
IA,19,03,50023
IA,19,03,50029
IA,19,03,50032
IA,19,03,50033
IA,19,03,50035
IA,19,03,50038
IA,19,03,50039
IA,19,03,50047
IA,19,03,50063
IA,19,03,50066
IA,19,03,50069
IA,19,03,50072
IA,19,03,50073
IA,19,03,50111
IA,19,03,50115
IA,19,03,50125
IA,19,03,50131
IA,19,03,50145
IA,19,03,50149
IA,19,03,50155
IA,19,03,50160
IA,19,03,50167
IA,19,03,50166
IA,19,03,50211
IA,19,03,50216
IA,19,03,50218
IA,19,03,50220
IA,19,03,50222
IA,19,03,50229
IA,19,03,50233
IA,19,03,50237
IA,19,03,50250
IA,19,03,50257
IA,19,03,50261
IA,19,03,50265
IA,19,03,50273
IA,19,03,50274
IA,19,03,50276
IA,19,03,50301
IA,19,03,50302
IA,19,03,50304
IA,19,03,50305
IA,19,03,50306
IA,19,03,50308
IA,19,03,50309
IA,19,03,50310
IA,19,03,50312
IA,19,03,50313
IA,19,03,50314
IA,19,03,50316
IA,19,03,50318
IA,19,03,50320
IA,19,03,50321
IA,19,03,50322
IA,19,03,50325
IA,19,03,50327
IA,19,03,50328
IA,19,03,50330
IA,19,03,50331
IA,19,03,50332
IA,19,03,50334
IA,19,03,50336
IA,19,03,50340
IA,19,03,50347
IA,19,03,50350
IA,19,03,50360
IA,19,03,50361
IA,19,03,50362
IA,19,03,50364
IA,19,03,50367
IA,19,03,50368
IA,19,03,50380
IA,19,03,50381
IA,19,03,50391
IA,19,03,50393
IA,19,03,50394
IA,19,03,50395
IA,19,03,50397
IA,19,03,50398
IA,19,03,50801
IA,19,03,50830
IA,19,03,50833
IA,19,03,50835
IA,19,03,50836
IA,19,03,50839
IA,19,03,50841
IA,19,03,50843
IA,19,03,50845
IA,19,03,50846
IA,19,03,50848
IA,19,03,50849
IA,19,03,50851
IA,19,03,50854
IA,19,03,50857
IA,19,03,50858
IA,19,03,50860
IA,19,03,50862
IA,19,03,50864
IA,19,03,50936
IA,19,03,50940
IA,19,03,50950
IA,19,03,50980
IA,19,03,50981
IA,19,03,51501
IA,19,03,51502
IA,19,03,51503
IA,19,03,51510
IA,19,03,51521
IA,19,03,51525
IA,19,03,51532
IA,19,03,51533
IA,19,03,51534
IA,19,03,51535
IA,19,03,51536
IA,19,03,51540
IA,19,03,51541
IA,19,03,51542
IA,19,03,51544
IA,19,03,51548
IA,19,03,51551
IA,19,03,51552
IA,19,03,51554
IA,19,03,51559
IA,19,03,51560
IA,19,03,51566
IA,19,03,51571
IA,19,03,51573
IA,19,03,51575
IA,19,03,51576
IA,19,03,51591
IA,19,03,51601
IA,19,03,51602
IA,19,03,51603
IA,19,03,51631
IA,19,03,51632
IA,19,03,51636
IA,19,03,51638
IA,19,03,51639
IA,19,03,51640
IA,19,03,51646
IA,19,03,51647
IA,19,03,51648
IA,19,03,51650
IA,19,03,51651
IA,19,03,51652
IA,19,03,51654
IA,19,03,50947
IA,19,03,50863
IA,19,03,51526
IA,19,03,51656
IA,19,03,51649
IA,19,03,51653
IA,19,03,51637
IA,19,03,51645
IA,19,03,51630
IA,19,03,51577
IA,19,03,51561
IA,19,03,50861
IA,19,04,50522
IA,19,04,50014
IA,19,04,50050
IA,19,04,50036
IA,19,04,50043
IA,19,04,50212
IA,19,04,50040
IA,19,04,50011
IA,19,04,50031
IA,19,04,50034
IA,19,04,50206
IA,19,04,51355
IA,19,04,50480
IA,19,04,51005
IA,19,04,50573
IA,19,04,50515
IA,19,04,50471
IA,19,04,50501
IA,19,04,50477
IA,19,04,50593
IA,19,04,50588
IA,19,04,50582
IA,19,04,50577
IA,19,04,50603
IA,19,04,50568
IA,19,04,50563
IA,19,04,50566
IA,19,04,50519
IA,19,04,50542
IA,19,04,50559
IA,19,04,50554
IA,19,04,50544
IA,19,04,50546
IA,19,04,50468
IA,19,04,50538
IA,19,04,50532
IA,19,04,51106
IA,19,04,50660
IA,19,04,50524
IA,19,04,50526
IA,19,04,50528
IA,19,04,50645
IA,19,04,50642
IA,19,04,50627
IA,19,04,50630
IA,19,04,50619
IA,19,04,50625
IA,19,04,50620
IA,19,04,50611
IA,19,04,50605
IA,19,04,50464
IA,19,04,50465
IA,19,04,50458
IA,19,04,50453
IA,19,04,50450
IA,19,04,50278
IA,19,04,51459
IA,19,04,50447
IA,19,04,50269
IA,19,04,50227
IA,19,04,51463
IA,19,04,50258
IA,19,04,50132
IA,19,04,50124
IA,19,04,50126
IA,19,04,50107
IA,19,04,50244
IA,19,04,50236
IA,19,04,50110
IA,19,04,50231
IA,19,04,50105
IA,19,04,50101
IA,19,04,50064
IA,19,04,50058
IA,19,04,50598
IA,19,04,50439
IA,19,04,50402
IA,19,04,50433
IA,19,04,50427
IA,19,04,50430
IA,19,04,50424
IA,19,04,50223
IA,19,04,51102
IA,19,04,51358
IA,19,04,51061
IA,19,04,51063
IA,19,04,51055
IA,19,04,51019
IA,19,04,51037
IA,19,04,51051
IA,19,04,51045
IA,19,04,51047
IA,19,04,51041
IA,19,04,51033
IA,19,04,51028
IA,19,04,51026
IA,19,04,51024
IA,19,04,51014
IA,19,04,51363
IA,19,04,50669
IA,19,04,50680
IA,19,04,50673
IA,19,04,50665
IA,19,04,51441
IA,19,04,51543
IA,19,04,51453
IA,19,04,51531
IA,19,04,51546
IA,19,04,51449
IA,19,04,51443
IA,19,04,51445
IA,19,04,51401
IA,19,04,51433
IA,19,04,50156
IA,19,04,50217
IA,19,04,51009
IA,19,04,50161
IA,19,04,50152
IA,19,04,51537
IA,19,04,50006
IA,19,04,50010
IA,19,04,50012
IA,19,04,50025
IA,19,04,50037
IA,19,04,50042
IA,19,04,50041
IA,19,04,50046
IA,19,04,50055
IA,19,04,50056
IA,19,04,50059
IA,19,04,50071
IA,19,04,50076
IA,19,04,50075
IA,19,04,50102
IA,19,04,50117
IA,19,04,50122
IA,19,04,50130
IA,19,04,50129
IA,19,04,50134
IA,19,04,50154
IA,19,04,50201
IA,19,04,50230
IA,19,04,50235
IA,19,04,50243
IA,19,04,50248
IA,19,04,50249
IA,19,04,50246
IA,19,04,50259
IA,19,04,50271
IA,19,04,50401
IA,19,04,50420
IA,19,04,50421
IA,19,04,50423
IA,19,04,50428
IA,19,04,50431
IA,19,04,50432
IA,19,04,50435
IA,19,04,50436
IA,19,04,50438
IA,19,04,50441
IA,19,04,50449
IA,19,04,50452
IA,19,04,50451
IA,19,04,50457
IA,19,04,50467
IA,19,04,50469
IA,19,04,50470
IA,19,04,50475
IA,19,04,50473
IA,19,04,50478
IA,19,04,50479
IA,19,04,50482
IA,19,04,50483
IA,19,04,50484
IA,19,04,50510
IA,19,04,50511
IA,19,04,50514
IA,19,04,50516
IA,19,04,50517
IA,19,04,50518
IA,19,04,50520
IA,19,04,50521
IA,19,04,50523
IA,19,04,50525
IA,19,04,50527
IA,19,04,50529
IA,19,04,50530
IA,19,04,50531
IA,19,04,50533
IA,19,04,50535
IA,19,04,50536
IA,19,04,50539
IA,19,04,50540
IA,19,04,50541
IA,19,04,50543
IA,19,04,50545
IA,19,04,50548
IA,19,04,50551
IA,19,04,50552
IA,19,04,50556
IA,19,04,50557
IA,19,04,50558
IA,19,04,50560
IA,19,04,50561
IA,19,04,50562
IA,19,04,50565
IA,19,04,50567
IA,19,04,50569
IA,19,04,50570
IA,19,04,50571
IA,19,04,50574
IA,19,04,50575
IA,19,04,50576
IA,19,04,50578
IA,19,04,50579
IA,19,04,50581
IA,19,04,50583
IA,19,04,50585
IA,19,04,50586
IA,19,04,50590
IA,19,04,50591
IA,19,04,50592
IA,19,04,50594
IA,19,04,50595
IA,19,04,50597
IA,19,04,50599
IA,19,04,50601
IA,19,04,50602
IA,19,04,50604
IA,19,04,50608
IA,19,04,50609
IA,19,04,50616
IA,19,04,50621
IA,19,04,50624
IA,19,04,50633
IA,19,04,50638
IA,19,04,50636
IA,19,04,50649
IA,19,04,50653
IA,19,04,50658
IA,19,04,50659
IA,19,04,50661
IA,19,04,50657
IA,19,04,50670
IA,19,04,50672
IA,19,04,51002
IA,19,04,51003
IA,19,04,51004
IA,19,04,51006
IA,19,04,51007
IA,19,04,51008
IA,19,04,51010
IA,19,04,51011
IA,19,04,51012
IA,19,04,51015
IA,19,04,51016
IA,19,04,51018
IA,19,04,51020
IA,19,04,51022
IA,19,04,51023
IA,19,04,51025
IA,19,04,51027
IA,19,04,51029
IA,19,04,51030
IA,19,04,51031
IA,19,04,51034
IA,19,04,51035
IA,19,04,51036
IA,19,04,51038
IA,19,04,51039
IA,19,04,51040
IA,19,04,51044
IA,19,04,51046
IA,19,04,51048
IA,19,04,51049
IA,19,04,51050
IA,19,04,51052
IA,19,04,51053
IA,19,04,51054
IA,19,04,51056
IA,19,04,51058
IA,19,04,51060
IA,19,04,51062
IA,19,04,51101
IA,19,04,51103
IA,19,04,51104
IA,19,04,51105
IA,19,04,51108
IA,19,04,51109
IA,19,04,51111
IA,19,04,51230
IA,19,04,51231
IA,19,04,51232
IA,19,04,51235
IA,19,04,51237
IA,19,04,51238
IA,19,04,51240
IA,19,04,51241
IA,19,04,51242
IA,19,04,51244
IA,19,04,51245
IA,19,04,51246
IA,19,04,51248
IA,19,04,51249
IA,19,04,51250
IA,19,04,51331
IA,19,04,51334
IA,19,04,51340
IA,19,04,51341
IA,19,04,51342
IA,19,04,51344
IA,19,04,51345
IA,19,04,51346
IA,19,04,51350
IA,19,04,51351
IA,19,04,51354
IA,19,04,51357
IA,19,04,51360
IA,19,04,51364
IA,19,04,51365
IA,19,04,51366
IA,19,04,51430
IA,19,04,51431
IA,19,04,51432
IA,19,04,51436
IA,19,04,51439
IA,19,04,51440
IA,19,04,51442
IA,19,04,51444
IA,19,04,51446
IA,19,04,51447
IA,19,04,51448
IA,19,04,51450
IA,19,04,51451
IA,19,04,51452
IA,19,04,51454
IA,19,04,51455
IA,19,04,51458
IA,19,04,51460
IA,19,04,51461
IA,19,04,51462
IA,19,04,51466
IA,19,04,51465
IA,19,04,51523
IA,19,04,51527
IA,19,04,51529
IA,19,04,51545
IA,19,04,51550
IA,19,04,51555
IA,19,04,51556
IA,19,04,51558
IA,19,04,51562
IA,19,04,51564
IA,19,04,51570
IA,19,04,51572
IA,19,04,51578
IA,19,04,51579
IA,19,04,51001
IA,19,04,51347
IA,19,04,51201
IA,19,04,52154
IA,19,04,51467
IA,19,04,51343
IA,19,04,51243
IA,19,04,51338
IA,19,04,51565
IA,19,04,51557
IA,19,04,51528
IA,19,04,51530
IA,19,04,51301
IA,19,04,51333
IA,19,04,51247
IA,19,04,51234
IA,19,04,51520
IA,19,04,51239
IA,19,04,51593
IA,19,04,51563
IA,19,04,50013
ID,16,01,83825
ID,16,01,83842
ID,16,01,83835
ID,16,01,83533
ID,16,01,83530
ID,16,01,83531
ID,16,01,83526
ID,16,01,83525
ID,16,01,83501
ID,16,01,83520
ID,16,01,83524
ID,16,01,83523
ID,16,01,83522
ID,16,01,83841
ID,16,01,83536
ID,16,01,83544
ID,16,01,83602
ID,16,01,83535
ID,16,01,83543
ID,16,01,83540
ID,16,01,83539
ID,16,01,83537
ID,16,01,83541
ID,16,01,83542
ID,16,01,83549
ID,16,01,83545
ID,16,01,83546
ID,16,01,83548
ID,16,01,83547
ID,16,01,83555
ID,16,01,83552
ID,16,01,83553
ID,16,01,83554
ID,16,01,83612
ID,16,01,83605
ID,16,01,83604
ID,16,01,83626
ID,16,01,83611
ID,16,01,83606
ID,16,01,83610
ID,16,01,83607
ID,16,01,83840
ID,16,01,83617
ID,16,01,83624
ID,16,01,83615
ID,16,01,83616
ID,16,01,83622
ID,16,01,83619
ID,16,01,83631
ID,16,01,83629
ID,16,01,83628
ID,16,01,83630
ID,16,01,83632
ID,16,01,83639
ID,16,01,83651
ID,16,01,83638
ID,16,01,83634
ID,16,01,83635
ID,16,01,83637
ID,16,01,83636
ID,16,01,83643
ID,16,01,83650
ID,16,01,83642
ID,16,01,83641
ID,16,01,83644
ID,16,01,83646
ID,16,01,83645
ID,16,01,83655
ID,16,01,83654
ID,16,01,83676
ID,16,01,83653
ID,16,01,83652
ID,16,01,83660
ID,16,01,83672
ID,16,01,83657
ID,16,01,83656
ID,16,01,83671
ID,16,01,83666
ID,16,01,83661
ID,16,01,83670
ID,16,01,83669
ID,16,01,83686
ID,16,01,83680
ID,16,01,83677
ID,16,01,83687
ID,16,01,83836
ID,16,01,83709
ID,16,01,83715
ID,16,01,83719
ID,16,01,83813
ID,16,01,83801
ID,16,01,83732
ID,16,01,83812
ID,16,01,83804
ID,16,01,83802
ID,16,01,83811
ID,16,01,83806
ID,16,01,83805
ID,16,01,83810
ID,16,01,83808
ID,16,01,83809
ID,16,01,83832
ID,16,01,83821
ID,16,01,83816
ID,16,01,83814
ID,16,01,83815
ID,16,01,83830
ID,16,01,83823
ID,16,01,83822
ID,16,01,83827
ID,16,01,83824
ID,16,01,83826
ID,16,01,83833
ID,16,01,83834
ID,16,01,83839
ID,16,01,83837
ID,16,01,83848
ID,16,01,83847
ID,16,01,83846
ID,16,01,83845
ID,16,01,83844
ID,16,01,83843
ID,16,01,83857
ID,16,01,83849
ID,16,01,83874
ID,16,01,83856
ID,16,01,83852
ID,16,01,83850
ID,16,01,83851
ID,16,01,83855
ID,16,01,83853
ID,16,01,83854
ID,16,01,83866
ID,16,01,83860
ID,16,01,83858
ID,16,01,83865
ID,16,01,83861
ID,16,01,83864
ID,16,01,83873
ID,16,01,83872
ID,16,01,83868
ID,16,01,83867
ID,16,01,83871
ID,16,01,83869
ID,16,01,83870
ID,16,01,83803
ID,16,01,83876
ID,16,01,83877
ID,16,02,83348
ID,16,02,83227
ID,16,02,83203
ID,16,02,83201
ID,16,02,83202
ID,16,02,83347
ID,16,02,83226
ID,16,02,83204
ID,16,02,83212
ID,16,02,83206
ID,16,02,83205
ID,16,02,83211
ID,16,02,83209
ID,16,02,83210
ID,16,02,83325
ID,16,02,83223
ID,16,02,83215
ID,16,02,83213
ID,16,02,83214
ID,16,02,83221
ID,16,02,83217
ID,16,02,83271
ID,16,02,83220
ID,16,02,83218
ID,16,02,83263
ID,16,02,83232
ID,16,02,83228
ID,16,02,83230
ID,16,02,83229
ID,16,02,83241
ID,16,02,83235
ID,16,02,83234
ID,16,02,83233
ID,16,02,83243
ID,16,02,83239
ID,16,02,83236
ID,16,02,83238
ID,16,02,83237
ID,16,02,83251
ID,16,02,83244
ID,16,02,83262
ID,16,02,83250
ID,16,02,83246
ID,16,02,83245
ID,16,02,83261
ID,16,02,83253
ID,16,02,83252
ID,16,02,83256
ID,16,02,83255
ID,16,02,83254
ID,16,02,83274
ID,16,02,83324
ID,16,02,83272
ID,16,02,83276
ID,16,02,83285
ID,16,02,83283
ID,16,02,83281
ID,16,02,83278
ID,16,02,83277
ID,16,02,83318
ID,16,02,83302
ID,16,02,83286
ID,16,02,83303
ID,16,02,83301
ID,16,02,83287
ID,16,02,83311
ID,16,02,83314
ID,16,02,83316
ID,16,02,83312
ID,16,02,83313
ID,16,02,83320
ID,16,02,83323
ID,16,02,83322
ID,16,02,83321
ID,16,02,83327
ID,16,02,83333
ID,16,02,83330
ID,16,02,83332
ID,16,02,83328
ID,16,02,83336
ID,16,02,83334
ID,16,02,83337
ID,16,02,83335
ID,16,02,83346
ID,16,02,83340
ID,16,02,83338
ID,16,02,83342
ID,16,02,83341
ID,16,02,83343
ID,16,02,83344
ID,16,02,83435
ID,16,02,83402
ID,16,02,83401
ID,16,02,83349
ID,16,02,83355
ID,16,02,83350
ID,16,02,83352
ID,16,02,83354
ID,16,02,83353
ID,16,02,83404
ID,16,02,83403
ID,16,02,83421
ID,16,02,83420
ID,16,02,83405
ID,16,02,83406
ID,16,02,83415
ID,16,02,83434
ID,16,02,83425
ID,16,02,83422
ID,16,02,83433
ID,16,02,83424
ID,16,02,83423
ID,16,02,83431
ID,16,02,83427
ID,16,02,83429
ID,16,02,83428
ID,16,02,83454
ID,16,02,83443
ID,16,02,83436
ID,16,02,83438
ID,16,02,83442
ID,16,02,83441
ID,16,02,83440
ID,16,02,83452
ID,16,02,83446
ID,16,02,83445
ID,16,02,83444
ID,16,02,83451
ID,16,02,83448
ID,16,02,83450
ID,16,02,83449
ID,16,02,83466
ID,16,02,83455
ID,16,02,83460
ID,16,02,83462
ID,16,02,83465
ID,16,02,83464
ID,16,02,83463
ID,16,02,83467
ID,16,02,83469
ID,16,02,83468
ID,16,02,83627
ID,16,02,83601
ID,16,02,83623
ID,16,02,83705
ID,16,02,83704
ID,16,02,83703
ID,16,02,83633
ID,16,02,83647
ID,16,02,83648
ID,16,02,83702
ID,16,02,83701
ID,16,02,83727
ID,16,02,83711
ID,16,02,83726
ID,16,02,83708
ID,16,02,83707
ID,16,02,83706
ID,16,02,83725
ID,16,02,83714
ID,16,02,83713
ID,16,02,83712
ID,16,02,83724
ID,16,02,83717
ID,16,02,83716
ID,16,02,83722
ID,16,02,83721
ID,16,02,83720
ID,16,02,83731
ID,16,02,83730
ID,16,02,83729
ID,16,02,83728
ID,16,02,83799
ID,16,02,83733
ID,16,02,83757
ID,16,02,83756
ID,16,02,83735
IL,17,01,60406
IL,17,01,60462
IL,17,01,60423
IL,17,01,60421
IL,17,01,60442
IL,17,01,60445
IL,17,01,60448
IL,17,01,60452
IL,17,01,60463
IL,17,01,60469
IL,17,01,60477
IL,17,01,60472
IL,17,01,60483
IL,17,01,60615
IL,17,01,60620
IL,17,01,60619
IL,17,01,60621
IL,17,01,60637
IL,17,01,60643
IL,17,01,60652
IL,17,01,60653
IL,17,01,60803
IL,17,01,60805
IL,17,02,60950
IL,17,02,60412
IL,17,02,60940
IL,17,02,60935
IL,17,02,60941
IL,17,02,60944
IL,17,02,60954
IL,17,02,60961
IL,17,02,60964
IL,17,02,60969
IL,17,02,60411
IL,17,02,60409
IL,17,02,60401
IL,17,02,60417
IL,17,02,60430
IL,17,02,60429
IL,17,02,60419
IL,17,02,60461
IL,17,02,60422
IL,17,02,60428
IL,17,02,60426
IL,17,02,60425
IL,17,02,60443
IL,17,02,60438
IL,17,02,60449
IL,17,02,60471
IL,17,02,60633
IL,17,02,60466
IL,17,02,60468
IL,17,02,60473
IL,17,02,60476
IL,17,02,60475
IL,17,02,60478
IL,17,02,60617
IL,17,02,60628
IL,17,02,60649
IL,17,02,60910
IL,17,02,60901
IL,17,02,60827
IL,17,02,60913
IL,17,02,60915
IL,17,02,60914
IL,17,02,60922
IL,17,02,60917
IL,17,03,60133
IL,17,03,60403
IL,17,03,60415
IL,17,03,60441
IL,17,03,60459
IL,17,03,60446
IL,17,03,60453
IL,17,03,60458
IL,17,03,60454
IL,17,03,60457
IL,17,03,60456
IL,17,03,60455
IL,17,03,60499
IL,17,03,60465
IL,17,03,60464
IL,17,03,60467
IL,17,03,60491
IL,17,03,60480
IL,17,03,60487
IL,17,03,60482
IL,17,03,60501
IL,17,03,60525
IL,17,03,60534
IL,17,03,60558
IL,17,03,60609
IL,17,03,60629
IL,17,03,60638
IL,17,03,60655
IL,17,04,60290
IL,17,04,60161
IL,17,04,60160
IL,17,04,60162
IL,17,04,60165
IL,17,04,60163
IL,17,04,60402
IL,17,04,60513
IL,17,04,60526
IL,17,04,60632
IL,17,04,60546
IL,17,04,60608
IL,17,04,60618
IL,17,04,60641
IL,17,04,60647
IL,17,04,60639
IL,17,04,60664
IL,17,04,60686
IL,17,04,60688
IL,17,04,60695
IL,17,04,60696
IL,17,04,60804
IL,17,05,60126
IL,17,05,60131
IL,17,05,60164
IL,17,05,60171
IL,17,05,60176
IL,17,05,60019
IL,17,05,60634
IL,17,05,60523
IL,17,05,60522
IL,17,05,60570
IL,17,05,60613
IL,17,05,60614
IL,17,05,60630
IL,17,05,60622
IL,17,05,60625
IL,17,05,60646
IL,17,05,60657
IL,17,05,60666
IL,17,05,60706
IL,17,05,60707
IL,17,05,60656
IL,17,06,60184
IL,17,06,60010
IL,17,06,60102
IL,17,06,60118
IL,17,06,60011
IL,17,06,60136
IL,17,06,60138
IL,17,06,60137
IL,17,06,60189
IL,17,06,60156
IL,17,06,60188
IL,17,06,60174
IL,17,06,60187
IL,17,06,60177
IL,17,06,60186
IL,17,06,60185
IL,17,06,60190
IL,17,06,60195
IL,17,06,60013
IL,17,06,60014
IL,17,06,60021
IL,17,06,60039
IL,17,06,60038
IL,17,06,60047
IL,17,06,60055
IL,17,06,60067
IL,17,06,60078
IL,17,06,60094
IL,17,06,60516
IL,17,06,60515
IL,17,06,60514
IL,17,06,60521
IL,17,06,60563
IL,17,06,60561
IL,17,06,60559
IL,17,06,60566
IL,17,06,60572
IL,17,06,60567
IL,17,07,60636
IL,17,07,60104
IL,17,07,60130
IL,17,07,60141
IL,17,07,60153
IL,17,07,60155
